timestamp,username,ip
May 11 02:06:13,grimmie,10.0.2.15
May 11 02:06:20,grimmie,10.0.2.15
May 11 02:06:49,grimmie,10.0.2.15
May 11 02:12:07,grimmie,10.0.2.15
May 11 02:16:40,grimmie,10.0.2.15
May 11 02:16:50,grimmie,10.0.2.15
May 11 02:17:01,grimmie,10.0.2.15
May 11 02:17:21,grimmie,10.0.2.15
May 11 02:17:47,grimmie,10.0.2.15
